Organisation,Department,Laboratory,Organisation Type,EURAXESS offer ID,Posting date,Title,Duration,Status,Number of positions available,Research Field,Type of Contract,Reference Number,EU Research Framework Programme
ETH Zurich,Department of Architecture,Institute of the History and Theory of Architecture,Higher Education Institute,454503,14/10/2019,10 PhD positions: Communities of tacit knowledge: Architecture and its way of knowing,3 weeks 4 days,Expired,1,Architecture › Other,Other,H2020-MSCA-ITN-2019,H2020 / Marie Skłodowska-Curie Actions
ETH Zurich,Department of Architecture,Institute of the History and Theory of Architecture,Higher Education Institute,454503,14/10/2019,10 PhD positions: Communities of tacit knowledge: Architecture and its way of knowing,3 weeks 4 days,Expired,1,Architecture › Other,Other,H2020-MSCA-ITN-2019,H2020 / Marie Skłodowska-Curie Actions
ETH Zurich,Department of Architecture,Institute of the History and Theory of Architecture,Higher Education Institute,454503,14/10/2019,10 PhD positions: Communities of tacit knowledge: Architecture and its way of knowing,3 weeks 4 days,Expired,1,Architecture › Other,Other,H2020-MSCA-ITN-2019,H2020 / Marie Skłodowska-Curie Actions
ETH Zurich,Department of Architecture,Institute of the History and Theory of Architecture,Higher Education Institute,454503,14/10/2019,10 PhD positions: Communities of tacit knowledge: Architecture and its way of knowing,3 weeks 4 days,Expired,1,Architecture › Other,Other,H2020-MSCA-ITN-2019,H2020 / Marie Skłodowska-Curie Actions
ETH Zurich,Department of Architecture,Institute of the History and Theory of Architecture,Higher Education Institute,454503,14/10/2019,10 PhD positions: Communities of tacit knowledge: Architecture and its way of knowing,3 weeks 4 days,Expired,1,Architecture › Other,Other,H2020-MSCA-ITN-2019,H2020 / Marie Skłodowska-Curie Actions
ETH Zurich,Department of Architecture,Institute of the History and Theory of Architecture,Higher Education Institute,454503,14/10/2019,10 PhD positions: Communities of tacit knowledge: Architecture and its way of knowing,3 weeks 4 days,Expired,1,Architecture › Other,Other,H2020-MSCA-ITN-2019,H2020 / Marie Skłodowska-Curie Actions
ETH Zurich,Department of Architecture,Institute of the History and Theory of Architecture,Higher Education Institute,454503,14/10/2019,10 PhD positions: Communities of tacit knowledge: Architecture and its way of knowing,3 weeks 4 days,Expired,1,Architecture › Other,Other,H2020-MSCA-ITN-2019,H2020 / Marie Skłodowska-Curie Actions
ETH Zurich,Department of Architecture,Institute of the History and Theory of Architecture,Higher Education Institute,454503,14/10/2019,10 PhD positions: Communities of tacit knowledge: Architecture and its way of knowing,3 weeks 4 days,Expired,1,Architecture › Other,Other,H2020-MSCA-ITN-2019,H2020 / Marie Skłodowska-Curie Actions
ETH Zurich,Department of Architecture,Institute of the History and Theory of Architecture,Higher Education Institute,454503,14/10/2019,10 PhD positions: Communities of tacit knowledge: Architecture and its way of knowing,3 weeks 4 days,Expired,1,Architecture › Other,Other,H2020-MSCA-ITN-2019,H2020 / Marie Skłodowska-Curie Actions
ETN-FPI network,,,Higher Education Institute,338507,13/09/2018,Researchers (f/m) for Light Field Image Processing,1 month 2 weeks,Expired,1,"Engineering › Communication engineering, Technology › Information technology",Temporary,,H2020 / Marie Skłodowska-Curie Actions
